_numIter = 100000
iterationID	sequenceID	eventID	loss	reinstatementPrem	riskGroup	fullRip
21775	9000001	9000002	1186128.011	0	Noncat	0
21777	9000001	9000002	1125000.045	0	Noncat	0
21779	9000001	9000002	1723812.055	0	Noncat	0
21780	8002	5001001	158546.257	0	CatNonGOM	0
21781	9000001	9000002	1125000.045	0	Noncat	0
21782	9000001	9000002	164035.876	0	Noncat	0
21783	9000001	9000002	213887.575	0	Noncat	0
21785	9000001	9000002	133661.518	0	Noncat	0
21787	9000001	9000002	1125000.045	0	Noncat	0
21791	9000001	9000002	483637.403	0	Noncat	0
21792	9000001	9000002	1125000.045	0	Noncat	0
21793	9000001	9000002	1138378.379	0	Noncat	0
21796	9000001	9000002	1125000.045	0	Noncat	0
21797	9000001	9000002	275607.979	0	Noncat	0
21799	9000001	9000002	455527.524	0	Noncat	0
21800	9000001	9000002	51196.589	0	Noncat	0
21801	9000001	9000002	1125000.045	0	Noncat	0
21802	9000001	9000002	189659.999	0	Noncat	0
21803	9000001	9000002	1132801.752	0	Noncat	0
21804	9000001	9000002	340141.302	0	Noncat	0
21806	9000001	9000002	974645.952	0	Noncat	0
21807	9000001	9000002	1125000.045	0	Noncat	0
21808	9000001	9000002	1197413.329	0	Noncat	0
21809	9000001	9000002	2258938.63	836.647	Noncat	0
21811	9000001	9000002	874003.787	0	Noncat	0
21812	9000001	9000002	1125000.045	0	Noncat	0
21815	9000001	9000002	72773.793	0	Noncat	0
21816	9000001	9000002	711374.915	0	Noncat	0
21818	9000001	9000002	197879.599	0	Noncat	0
21819	9000001	9000002	643603.517	0	Noncat	0
21820	9000001	9000002	11609.353	0	Noncat	0
21823	9000001	9000002	126247.193	0	Noncat	0
21824	9000001	9000002	1125000.045	0	Noncat	0
21826	9000001	9000002	821614.022	0	Noncat	0
21828	198015	9351321	49533.875	0	JapanEQ	0
21828	9000001	9000002	1772135.292	0	Noncat	0
21830	328017	9343179	71813.521	0	JapanEQ	0
21831	9000001	9000002	1125000.045	0	Noncat	0
21833	9000001	9000002	426463.214	0	Noncat	0
21834	9000001	9000002	1222922.129	0	Noncat	0
21835	9000001	9000002	332796.985	0	Noncat	0
21836	9000001	9000002	376691.32	0	Noncat	0
21839	9000001	9000002	1125000.045	0	Noncat	0
21841	9000001	9000002	1600105.425	0	Noncat	0
21842	9000001	9000002	339216.869	0	Noncat	0
21843	9000001	9000002	2549517.941	28034.869	Noncat	0
21844	9000001	9000002	744070.49	0	Noncat	0
21852	9000001	9000002	250634.944	0	Noncat	0
21854	9000001	9000002	1186596.792	0	Noncat	0
21855	9000001	9000002	427939.564	0	Noncat	0
21856	9000001	9000002	1395394.236	0	Noncat	0
21858	9000001	9000002	1692718.571	0	Noncat	0
21859	9000001	9000002	1104375.73	0	Noncat	0
21861	9000001	9000002	1125000.045	0	Noncat	0
21864	9000001	9000002	92056.339	0	Noncat	0
21865	9000001	9000002	1125000.045	0	Noncat	0
21866	9000001	9000002	996659.869	0	Noncat	0
21867	9000001	9000002	1125000.045	0	Noncat	0
21869	9000001	9000002	1125000.045	0	Noncat	0
21870	9000001	9000002	1125000.045	0	Noncat	0
21872	9000001	9000002	377209.34	0	Noncat	0
21873	195022	9351255	767034.218	0	JapanEQ	0
21874	9000001	9000002	338701.416	0	Noncat	0
21876	9000001	9000002	1125000.045	0	Noncat	0
21878	9000001	9000002	1182349.216	0	Noncat	0
21879	9000001	9000002	519277.255	0	Noncat	0
21882	9000001	9000002	1980479.597	0	Noncat	0
21883	9000001	9000002	419737.285	0	Noncat	0
21885	9000001	9000002	465607.952	0	Noncat	0
21889	9000001	9000002	440860.035	0	Noncat	0
21890	9000001	9000002	414478.405	0	Noncat	0
21894	9000001	9000002	1216937.239	0	Noncat	0
21895	9000001	9000002	4973.683	0	Noncat	0
21896	9000001	9000002	1125000.045	0	Noncat	0
21897	9000001	9000002	2250000.09	0	Noncat	0
21898	9000001	9000002	2250000.09	0	Noncat	0
21900	9000001	9000002	153847.243	0	Noncat	0
21901	9000001	9000002	1314452.446	0	Noncat	0
21902	9000001	9000002	201807.419	0	Noncat	0
21903	9000001	9000002	1908688.215	0	Noncat	0
21905	9000001	9000002	61549.469	0	Noncat	0
21906	9000001	9000002	1942952.182	0	Noncat	0
21907	9000001	9000002	119489.633	0	Noncat	0
21908	9000001	9000002	551725.087	0	Noncat	0
21910	9000001	9000002	1125000.045	0	Noncat	0
21911	9000001	9000002	1576109.258	0	Noncat	0
21915	9000001	9000002	1125000.045	0	Noncat	0
21916	9000001	9000002	1958854.432	0	Noncat	0
21917	190004	5001001	1125000.045	0	CatNonGOM	0
21917	9000001	9000002	1140181.124	1420.949	Noncat	0
21918	9000001	9000002	2250000.09	0	Noncat	0
21919	9000001	9000002	460530.808	0	Noncat	0
21921	9000001	9000002	169905.582	0	Noncat	0
21922	9000001	9000002	1125000.045	0	Noncat	0
21923	9000001	9000002	56131.619	0	Noncat	0
21925	9000001	9000002	56974.522	0	Noncat	0
21926	9000001	9000002	1104617.105	0	Noncat	0
21927	9000001	9000002	1125000.045	0	Noncat	0
21928	9000001	9000002	800791.634	0	Noncat	0
21929	9000001	9000002	88828.667	0	Noncat	0
21930	9000001	9000002	1125000.045	0	Noncat	0
21932	259002	5001001	567378.577	0	CatNonGOM	0
21932	9000001	9000002	13464.358	0	Noncat	0
21933	9000001	9000002	1125000.045	0	Noncat	0
21934	9000001	9000002	1125000.045	0	Noncat	0
21935	9000001	9000002	525364.521	0	Noncat	0
21936	143005	5001001	1125000.045	0	CatNonGOM	0
21936	9000001	9000002	100013.73	0	Noncat	0
21937	9000001	9000002	1196041.854	0	Noncat	0
21938	9000001	9000002	897216.671	0	Noncat	0
21942	9000001	9000002	167926.727	0	Noncat	0
21944	311005	5001001	22617.459	0	CatNonGOM	0
21945	9000001	9000002	14471.218	0	Noncat	0
21948	9000001	9000002	649639.951	0	Noncat	0
21949	9000001	9000002	33367.549	0	Noncat	0
21950	9000001	9000002	492540.322	0	Noncat	0
21951	9000001	9000002	1314058.932	0	Noncat	0
21952	9000001	9000002	547533.593	0	Noncat	0
21953	9000001	9000002	1125000.045	0	Noncat	0
21955	9000001	9000002	147652.55	0	Noncat	0
21960	9000001	9000002	807798.593	0	Noncat	0
21962	9000001	9000002	118128.138	0	Noncat	0
21964	9000001	9000002	89170.521	0	Noncat	0
21967	9000001	9000002	1974745.169	0	Noncat	0
21969	9000001	9000002	1125000.045	0	Noncat	0
21971	9000001	9000002	71600.832	0	Noncat	0
21972	9000001	9000002	124345.014	0	Noncat	0
21973	9000001	9000002	2250000.09	0	Noncat	0
21976	9000001	9000002	809171.047	0	Noncat	0
21977	9000001	9000002	223633.457	0	Noncat	0
21979	9000001	9000002	1125000.045	0	Noncat	0
21980	9000001	9000002	111866.893	0	Noncat	0
21981	9000001	9000002	1782350.586	0	Noncat	0
21982	9000001	9000002	38706.837	0	Noncat	0
21983	9000001	9000002	1014206.747	0	Noncat	0
21984	9000001	9000002	1125000.045	0	Noncat	0
21985	258021	9343149	313791.393	0	JapanEQ	0
21985	9000001	9000002	247131.224	0	Noncat	0
21987	9000001	9000002	60114.589	0	Noncat	0
21988	9000001	9000002	109022.532	0	Noncat	0
21989	9000001	9000002	1857409.965	0	Noncat	0
21993	9000001	9000002	741466.416	0	Noncat	0
21994	9000001	9000002	1569927.076	0	Noncat	0
21997	9000001	9000002	1125000.045	0	Noncat	0
21998	9000001	9000002	1320759.686	0	Noncat	0
21999	9000001	9000002	2055223.709	0	Noncat	0
22001	9000001	9000002	1125000.045	0	Noncat	0
22002	9000001	9000002	1389338.911	0	Noncat	0
22004	9000001	9000002	492607.132	0	Noncat	0
22006	295024	25172034	310811.739	0	CAEQ	0
22006	9000001	9000002	309933.025	0	Noncat	0
22008	9000001	9000002	1242449.7	0	Noncat	0
22009	9000001	9000002	647431.778	0	Noncat	0
22010	9000001	9000002	737428.311	0	Noncat	0
22012	9000001	9000002	1125000.045	0	Noncat	0
22016	9000001	9000002	11060.676	0	Noncat	0
22018	9000001	9000002	1125000.045	0	Noncat	0
22019	9000001	9000002	114108.605	0	Noncat	0
22020	9000001	9000002	137426.009	0	Noncat	0
22021	9000001	9000002	35475.191	0	Noncat	0
22022	303003	5001001	474541.085	0	CatNonGOM	0
22022	9000001	9000002	1458477.701	0	Noncat	0
22023	9000001	9000002	678950.61	0	Noncat	0
22025	9000001	9000002	1125000.045	0	Noncat	0
22026	9000001	9000002	834316.215	0	Noncat	0
22027	9000001	9000002	615074.328	0	Noncat	0
22031	9000001	9000002	104529.533	0	Noncat	0
22032	9000001	9000002	1545841.772	0	Noncat	0
22033	9000001	9000002	25471.241	0	Noncat	0
22034	9000001	9000002	50943.806	0	Noncat	0
22035	9000001	9000002	1125000.045	0	Noncat	0
22037	9000001	9000002	947378.081	0	Noncat	0
22038	9000001	9000002	1125000.045	0	Noncat	0
22040	9000001	9000002	603001.468	0	Noncat	0
22041	9000001	9000002	161311.792	0	Noncat	0
22042	9000001	9000002	441451.16	0	Noncat	0
22045	9000001	9000002	503346.144	0	Noncat	0
22046	9000001	9000002	44084.382	0	Noncat	0
22050	9000001	9000002	539231.076	0	Noncat	0
22051	9000001	9000002	56811.734	0	Noncat	0
22053	9000001	9000002	1124096.859	0	Noncat	0
22057	9000001	9000002	1277838.527	0	Noncat	0
22058	9000001	9000002	96847.105	0	Noncat	0
22059	9000001	9000002	245092.657	0	Noncat	0
22060	9000001	9000002	1125000.045	0	Noncat	0
22061	9000001	9000002	1163644.558	0	Noncat	0
22063	9000001	9000002	840072.5	0	Noncat	0
22066	9000001	9000002	800357.935	0	Noncat	0
22067	9000001	9000002	2471833.67	20763.622	Noncat	0
22068	12005	5001001	85623.769	0	CatNonGOM	0
22070	9000001	9000002	341212.66	0	Noncat	0
22072	9000001	9000002	1908794.361	0	Noncat	0
22073	9000001	9000002	287474.102	0	Noncat	0
22075	9000001	9000002	17475.21	0	Noncat	0
22076	9000001	9000002	494043.721	0	Noncat	0
22077	9000001	9000002	1131458.226	0	Noncat	0
22078	152006	5001001	1125000.045	0	CatNonGOM	0
22079	9000001	9000002	479012.895	0	Noncat	0
22080	9000001	9000002	143265.482	0	Noncat	0
22082	9000001	9000002	53135.11	0	Noncat	0
22084	9000001	9000002	2250000.09	0	Noncat	0
22087	9000001	9000002	1125000.045	0	Noncat	0
22089	9000001	9000002	1310090.864	0	Noncat	0
22090	196003	5001001	445388.822	0	CatNonGOM	0
22090	9000001	9000002	949468.543	0	Noncat	0
22094	9000001	9000002	212901.218	0	Noncat	0
22095	9000001	9000002	1125000.045	0	Noncat	0
22096	9000001	9000002	709779.487	0	Noncat	0
22097	9000001	9000002	1424110.842	0	Noncat	0
22099	9000001	9000002	1549773.974	0	Noncat	0
22100	9000001	9000002	196352.667	0	Noncat	0
22102	9000001	9000002	74183.072	0	Noncat	0
22103	9000001	9000002	771528.864	0	Noncat	0
22104	9000001	9000002	1150965.486	0	Noncat	0
22108	9000001	9000002	301740.615	0	Noncat	0
22109	36003	5001001	1125000.045	0	CatNonGOM	0
22109	9000001	9000002	269516.194	0	Noncat	0
22110	9000001	9000002	1275664.089	0	Noncat	0
22111	9000001	9000002	1125000.045	0	Noncat	0
22116	9000001	9000002	1019441.555	0	Noncat	0
22117	9000001	9000002	810582.145	0	Noncat	0
22118	9000001	9000002	2250000.09	0	Noncat	0
22121	9000001	9000002	2230863.769	0	Noncat	0
22122	9000001	9000002	10776.331	0	Noncat	0
22124	9000001	9000002	1125000.045	0	Noncat	0
22125	9000001	9000002	2433240.741	17151.324	Noncat	0
22127	9000001	9000002	1125000.045	0	Noncat	0
22130	9000001	9000002	411270.347	0	Noncat	0
22131	9000001	9000002	1125000.045	0	Noncat	0
22134	9000001	9000002	659869.388	0	Noncat	0
22135	9000001	9000002	36065.586	0	Noncat	0
22136	9000001	9000002	196956.505	0	Noncat	0
22137	9000001	9000002	38686.839	0	Noncat	0
22139	9000001	9000002	2071545.131	0	Noncat	0
22140	9000001	9000002	667008.747	0	Noncat	0
22141	9000001	9000002	2906402.059	61439.221	Noncat	0
22142	9000001	9000002	2424694.113	16351.36	Noncat	0
22145	9000001	9000002	254661.373	0	Noncat	0
22149	9000001	9000002	1125000.045	0	Noncat	0
22150	9000001	9000002	465345.96	0	Noncat	0
22152	9000001	9000002	248747.007	0	Noncat	0
22153	9000001	9000002	157215.009	0	Noncat	0
22157	9000001	9000002	292813.333	0	Noncat	0
22158	9000001	9000002	1133989.065	0	Noncat	0
22159	9000001	9000002	951442.11	0	Noncat	0
22160	9000001	9000002	439801.344	0	Noncat	0
22162	9000001	9000002	1125000.045	0	Noncat	0
22163	9000001	9000002	1125000.045	0	Noncat	0
22164	9000001	9000002	59093.875	0	Noncat	0
22165	9000001	9000002	1771120.932	0	Noncat	0
22167	9000001	9000002	97001.707	0	Noncat	0
22168	9000001	9000002	687483.9	0	Noncat	0
22169	9000001	9000002	949877.546	0	Noncat	0
22170	9000001	9000002	97923.589	0	Noncat	0
22171	9000001	9000002	1765626.282	0	Noncat	0
22172	9000001	9000002	345778.951	0	Noncat	0
22173	9000001	9000002	1125000.045	0	Noncat	0
22176	9000001	9000002	1327260.547	0	Noncat	0
22177	9000001	9000002	294076.069	0	Noncat	0
22178	9000001	9000002	1125000.045	0	Noncat	0
22179	9000001	9000002	1131846.734	0	Noncat	0
22182	9000001	9000002	1125000.045	0	Noncat	0
22183	9000001	9000002	1349611.891	0	Noncat	0
22187	9000001	9000002	815337.738	0	Noncat	0
22189	9000001	9000002	1125000.045	0	Noncat	0
22191	9000001	9000002	531127.592	0	Noncat	0
22192	9000001	9000002	1484854.087	0	Noncat	0
22195	9000001	9000002	1125000.045	0	Noncat	0
22197	9000001	9000002	607712.046	0	Noncat	0
22198	9000001	9000002	1171517.253	0	Noncat	0
22200	308027	9351264	432450.43	0	JapanEQ	0
22200	9000001	9000002	131012.305	0	Noncat	0
22201	9000001	9000002	407111.491	0	Noncat	0
22202	9000001	9000002	1125000.045	0	Noncat	0
22203	9000001	9000002	1125000.045	0	Noncat	0
22204	9000001	9000002	1125000.045	0	Noncat	0
22206	9000001	9000002	113792.258	0	Noncat	0
22209	9000001	9000002	1125000.045	0	Noncat	0
22214	9000001	9000002	148308.585	0	Noncat	0
22217	9000001	9000002	227860.871	0	Noncat	0
22218	9000001	9000002	253930.77	0	Noncat	0
22219	9000001	9000002	2922.118	0	Noncat	0
22221	9000001	9000002	707150.41	0	Noncat	0
22223	9000001	9000002	233822.097	0	Noncat	0
22225	9000001	9000002	392198.651	0	Noncat	0
22226	9000001	9000002	28099.342	0	Noncat	0
22227	9000001	9000002	75069.337	0	Noncat	0
22228	9000001	9000002	1122488.943	0	Noncat	0
22229	9000001	9000002	1639062.823	0	Noncat	0
22230	9000001	9000002	1125000.045	0	Noncat	0
22234	9000001	9000002	216767.248	0	Noncat	0
22235	9000001	9000002	981256.611	0	Noncat	0
22236	9000001	9000002	1125000.045	0	Noncat	0
22237	9000001	9000002	1431191.471	0	Noncat	0
22239	9000001	9000002	1125000.045	0	Noncat	0
22240	9000001	9000002	1125000.045	0	Noncat	0
22241	9000001	9000002	2250000.09	0	Noncat	0
22242	9000001	9000002	1125000.045	0	Noncat	0
22245	9000001	9000002	755232.987	0	Noncat	0
22248	9000001	9000002	1125000.045	0	Noncat	0
22251	9000001	9000002	1125000.045	0	Noncat	0
22253	9000001	9000002	602657.543	0	Noncat	0
22255	9000001	9000002	1345307.161	0	Noncat	0
22256	9000001	9000002	81457.408	0	Noncat	0
22258	9000001	9000002	1125000.045	0	Noncat	0
22259	9000001	9000002	1125000.045	0	Noncat	0
22260	9000001	9000002	58332.81	0	Noncat	0
22263	9000001	9000002	76196.645	0	Noncat	0
22264	9000001	9000002	316249.619	0	Noncat	0
22265	9000001	9000002	1125000.045	0	Noncat	0
22266	9000001	9000002	766577.215	0	Noncat	0
22267	9000001	9000002	1517240.296	0	Noncat	0
22269	9000001	9000002	1125000.045	0	Noncat	0
22272	9000001	9000002	215419.551	0	Noncat	0
22274	9000001	9000002	1125000.045	0	Noncat	0
22275	9000001	9000002	475694.959	0	Noncat	0
22276	9000001	9000002	1125000.045	0	Noncat	0
22278	9000001	9000002	1125000.045	0	Noncat	0
22280	9000001	9000002	1125000.045	0	Noncat	0
22281	9000001	9000002	542010.011	0	Noncat	0
22285	9000001	9000002	262814.086	0	Noncat	0
22286	9000001	9000002	2427504.396	16614.402	Noncat	0
22289	9000001	9000002	1729713.37	0	Noncat	0
22290	9000001	9000002	166573.682	0	Noncat	0
22292	9000001	9000002	1125000.045	0	Noncat	0
22293	296005	5001001	1125000.045	0	CatNonGOM	0
22296	9000001	9000002	1332710.84	0	Noncat	0
22298	9000001	9000002	1241560.401	0	Noncat	0
22299	9000001	9000002	1403879.474	0	Noncat	0
22301	9000001	9000002	1125000.045	0	Noncat	0
22303	9000001	9000002	246280.129	0	Noncat	0
22304	9000001	9000002	1828941.168	0	Noncat	0
22308	9000001	9000002	1097438.19	0	Noncat	0
22312	9000001	9000002	1125000.045	0	Noncat	0
22313	9000001	9000002	61618.22	0	Noncat	0
22314	9000001	9000002	1125000.045	0	Noncat	0
22316	9000001	9000002	36188.771	0	Noncat	0
22317	9000001	9000002	1866693.05	0	Noncat	0
22318	9000001	9000002	1125000.045	0	Noncat	0
22322	9000001	9000002	128035.647	0	Noncat	0
22323	9000001	9000002	389341.409	0	Noncat	0
22324	9000001	9000002	34753.572	0	Noncat	0
22325	9000001	9000002	1125000.045	0	Noncat	0
22327	9000001	9000002	258434.539	0	Noncat	0
22329	9000001	9000002	2250000.09	0	Noncat	0
22331	9000001	9000002	1804016.399	0	Noncat	0
22334	9000001	9000002	13165.02	0	Noncat	0
22337	9000001	9000002	1125000.045	0	Noncat	0
22340	9000001	9000002	2434772.256	17294.674	Noncat	0
22342	9000001	9000002	1818921.912	0	Noncat	0
22343	9000001	9000002	455822.395	0	Noncat	0
22344	9000001	9000002	85674.444	0	Noncat	0
22346	9000001	9000002	1125000.045	0	Noncat	0
22347	9000001	9000002	331758.593	0	Noncat	0
22351	17006	5001001	1125000.045	0	CatNonGOM	0
22351	9000001	9000002	1125000.045	0	Noncat	0
22352	9000001	9000002	1125000.045	0	Noncat	0
22353	9000001	9000002	521310.03	0	Noncat	0
22354	9000001	9000002	1125000.045	0	Noncat	0
22355	163008	5001001	355398.788	0	CatNonGOM	0
22355	9000001	9000002	881328.736	0	Noncat	0
22357	9000001	9000002	2359726.773	10270.417	Noncat	0
22358	9000001	9000002	1321787.209	0	Noncat	0
22359	9000001	9000002	1125000.045	0	Noncat	0
22360	9000001	9000002	1125000.045	0	Noncat	0
22361	9000001	9000002	307927.474	0	Noncat	0
22362	9000001	9000002	601557.218	0	Noncat	0
22363	9000001	9000002	1764626.401	0	Noncat	0
22364	9000001	9000002	309971.54	0	Noncat	0
22365	9000001	9000002	1333900.715	0	Noncat	0
22366	9000001	9000002	698347.561	0	Noncat	0
22367	282028	24914276	151920.535	0	AsiaWS	0
22368	9000001	9000002	65905.968	0	Noncat	0
22369	9000001	9000002	5315914.072	210599.996	Noncat	0
22370	9000001	9000002	497981.685	0	Noncat	0
22373	9000001	9000002	1005765.732	0	Noncat	0
22374	9000001	9000002	983161.57	0	Noncat	0
22375	9000001	9000002	504174.283	0	Noncat	0
22376	9000001	9000002	33966.263	0	Noncat	0
22378	9000001	9000002	526597.75	0	Noncat	0
22379	9000001	9000002	1125000.045	0	Noncat	0
22380	9000001	9000002	2250000.09	0	Noncat	0
22384	9000001	9000002	1125000.045	0	Noncat	0
22385	9000001	9000002	1944931.335	0	Noncat	0
22386	9000001	9000002	1125000.045	0	Noncat	0
22387	9000001	9000002	1125000.045	0	Noncat	0
22388	9000001	9000002	725190.01	0	Noncat	0
22389	363005	5001001	4089.867	0	CatNonGOM	0
22392	9000001	9000002	6689.985	0	Noncat	0
22393	9000001	9000002	3735944.011	139084.342	Noncat	0
22396	9000001	9000002	1125000.045	0	Noncat	0
22397	9000001	9000002	1670814.683	0	Noncat	0
22398	9000001	9000002	804473.742	0	Noncat	0
22399	9000001	9000002	464328.877	0	Noncat	0
22400	9000001	9000002	781207.967	0	Noncat	0
22401	9000001	9000002	1125000.045	0	Noncat	0
22402	9000001	9000002	1125000.045	0	Noncat	0
22403	9000001	9000002	2198654.939	0	Noncat	0
22404	9000001	9000002	1748058.795	0	Noncat	0
22405	9000001	9000002	1125000.045	0	Noncat	0
22406	158001	5001001	1125000.045	0	CatNonGOM	0
22406	9000001	9000002	21545.262	0	Noncat	0
22407	9000001	9000002	1158731.167	0	Noncat	0
22409	9000001	9000002	375662.987	0	Noncat	0
22414	9000001	9000002	763662.292	0	Noncat	0
22416	9000001	9000002	134150.134	0	Noncat	0
22417	9000001	9000002	1125000.045	0	Noncat	0
22418	9000001	9000002	1125000.045	0	Noncat	0
22420	9000001	9000002	64811.756	0	Noncat	0
22423	9000001	9000002	1125000.045	0	Noncat	0
22424	9000001	9000002	2250000.09	0	Noncat	0
22425	9000001	9000002	1125000.045	0	Noncat	0
22427	9000001	9000002	366611.074	0	Noncat	0
22428	9000001	9000002	426166.459	0	Noncat	0
22430	9000001	9000002	1504027.937	0	Noncat	0
22431	9000001	9000002	1487760.455	0	Noncat	0
22432	114020	9350898	435176.326	0	JapanEQ	0
22434	9000001	9000002	1291145.049	0	Noncat	0
22435	9000001	9000002	706565.079	0	Noncat	0
22436	9000001	9000002	2250000.09	0	Noncat	0
22438	9000001	9000002	1205426.208	0	Noncat	0
22439	9000001	9000002	1125000.045	0	Noncat	0
22441	9000001	9000002	1125000.045	0	Noncat	0
22442	9000001	9000002	1549633.821	0	Noncat	0
22443	9000001	9000002	1125000.045	0	Noncat	0
22444	116004	5001001	182103.729	0	CatNonGOM	0
22445	9000001	9000002	872868.213	0	Noncat	0
22446	9000001	9000002	674018.564	0	Noncat	0
22447	9000001	9000002	1125000.045	0	Noncat	0
22448	9000001	9000002	1125000.045	0	Noncat	0
22450	9000001	9000002	520644.267	0	Noncat	0
22451	73018	9545765	645390.545	0	ChinaEQ	0
22451	9000001	9000002	76234.457	0	Noncat	0
22452	9000001	9000002	1355002.313	0	Noncat	0
22453	9000001	9000002	155016.322	0	Noncat	0
22456	9000001	9000002	1223110.249	0	Noncat	0
22458	9000001	9000002	8752.202	0	Noncat	0
22462	9000001	9000002	650390.736	0	Noncat	0
22464	1026	25171988	490804.278	0	CAEQ	0
22464	9000001	9000002	1326126.623	0	Noncat	0
22465	9000001	9000002	433479.937	0	Noncat	0
22466	9000001	9000002	2610925.971	33782.66	Noncat	0
22467	9000001	9000002	1125000.045	0	Noncat	0
22468	9000001	9000002	1125000.045	0	Noncat	0
22469	9000001	9000002	515040.848	0	Noncat	0
22471	9000001	9000002	1125000.045	0	Noncat	0
22473	9000001	9000002	7052.74	0	Noncat	0
22474	9000001	9000002	1125000.045	0	Noncat	0
22475	9000001	9000002	82019.477	0	Noncat	0
22477	9000001	9000002	2250000.09	0	Noncat	0
22478	9000001	9000002	483105.225	0	Noncat	0
22479	9000001	9000002	2101177.888	0	Noncat	0
22482	9000001	9000002	1125000.045	0	Noncat	0
22483	9000001	9000002	9709.991	0	Noncat	0
22484	9000001	9000002	1707577.278	0	Noncat	0
22488	9000001	9000002	618620.887	0	Noncat	0
22490	9000001	9000002	94893.021	0	Noncat	0
22491	9000001	9000002	1125000.045	0	Noncat	0
22493	9000001	9000002	1165620.533	0	Noncat	0
22494	95006	5001001	159312.392	0	CatNonGOM	0
22497	9000001	9000002	1661750.12	0	Noncat	0
22499	269008	5001001	1125000.045	0	CatNonGOM	0
22499	9000001	9000002	1995353.682	81465.096	Noncat	0
22500	9000001	9000002	452488.126	0	Noncat	0
22502	9000001	9000002	1125000.045	0	Noncat	0
22503	9000001	9000002	61967.965	0	Noncat	0
22505	9000001	9000002	1125000.045	0	Noncat	0
22506	9000001	9000002	275984.91	0	Noncat	0
22507	9000001	9000002	367643.158	0	Noncat	0
22511	9000001	9000002	1889011.242	0	Noncat	0
22512	9000001	9000002	342324.445	0	Noncat	0
22514	9000001	9000002	1346934.18	0	Noncat	0
22516	9000001	9000002	781277.741	0	Noncat	0
22517	9000001	9000002	526885.291	0	Noncat	0
22518	9000001	9000002	524047.461	0	Noncat	0
22521	9000001	9000002	2416180.808	15554.514	Noncat	0
22522	9000001	9000002	333942.929	0	Noncat	0
22524	147007	5001001	1125000.045	0	CatNonGOM	0
22524	9000001	9000002	1152621.288	2585.348	Noncat	0
22527	225004	5001001	1125000.045	0	CatNonGOM	0
22528	9000001	9000002	505203.719	0	Noncat	0
22530	9000001	9000002	898844.916	0	Noncat	0
22531	9005	5001001	386410.597	0	CatNonGOM	0
22532	9000001	9000002	757900.309	0	Noncat	0
22533	9000001	9000002	2144829.9	0	Noncat	0
22534	9000001	9000002	447583.724	0	Noncat	0
22535	9000001	9000002	832807.211	0	Noncat	0
22536	115004	5001001	1125000.045	0	CatNonGOM	0
22536	9000001	9000002	142315.352	0	Noncat	0
22537	9000001	9000002	202363.402	0	Noncat	0
22538	9000001	9000002	1125000.045	0	Noncat	0
22539	9000001	9000002	1219097.459	0	Noncat	0
22540	9000001	9000002	297956.73	0	Noncat	0
22541	9000001	9000002	583876.773	0	Noncat	0
22542	230002	5001001	303301.199	0	CatNonGOM	0
22542	9000001	9000002	624105.725	0	Noncat	0
22543	9000001	9000002	441708.363	0	Noncat	0
22546	238008	5001001	133363.175	0	CatNonGOM	0
22549	9000001	9000002	760799.63	0	Noncat	0
22551	9000001	9000002	1125000.045	0	Noncat	0
22552	9000001	9000002	313969.232	0	Noncat	0
22554	9000001	9000002	1125000.045	0	Noncat	0
22555	9000001	9000002	252960.488	0	Noncat	0
22556	9000001	9000002	1504655.7	0	Noncat	0
22558	9000001	9000002	1125000.045	0	Noncat	0
22559	9000001	9000002	2565846.248	29563.199	Noncat	0
22563	40003	5001001	632649.511	0	CatNonGOM	0
22564	9000001	9000002	1333134.773	0	Noncat	0
22565	9000001	9000002	1042717.547	0	Noncat	0
22566	9000001	9000002	50412.704	0	Noncat	0
22568	9000001	9000002	670183.792	0	Noncat	0
22570	9000001	9000002	370256.742	0	Noncat	0
22572	9000001	9000002	945610.984	0	Noncat	0
22573	9000001	9000002	2307155.291	5349.726	Noncat	0
22574	9000001	9000002	308715.491	0	Noncat	0
22575	9000001	9000002	1275040.014	0	Noncat	0
22577	9000001	9000002	1125000.045	0	Noncat	0
22579	150003	5001001	1125000.045	0	CatNonGOM	0
22581	9000001	9000002	1254289.392	0	Noncat	0
22582	9000001	9000002	2250000.09	0	Noncat	0
22584	9000001	9000002	616922.135	0	Noncat	0
22585	9000001	9000002	1252095.13	0	Noncat	0
22586	340005	5001001	864372.921	0	CatNonGOM	0
22587	9000001	9000002	1561267.145	0	Noncat	0
22588	9000001	9000002	3170831.043	86189.773	Noncat	0
22590	9000001	9000002	1325058.429	0	Noncat	0
22592	9000001	9000002	812409.051	0	Noncat	0
22593	9000001	9000002	9018.203	0	Noncat	0
22594	360004	5001001	1125000.045	0	CatNonGOM	0
22595	9000001	9000002	2250000.09	0	Noncat	0
22596	9000001	9000002	329162.517	0	Noncat	0
22599	9000001	9000002	688923.56	0	Noncat	0
22600	9000001	9000002	1125000.045	0	Noncat	0
22601	9000001	9000002	1125000.045	0	Noncat	0
22602	9000001	9000002	29105.917	0	Noncat	0
22604	9000001	9000002	1125000.045	0	Noncat	0
22605	9000001	9000002	2250000.09	0	Noncat	0
22607	9000001	9000002	318313.256	0	Noncat	0
22608	9000001	9000002	1147081.602	0	Noncat	0
22610	9000001	9000002	1624452.263	0	Noncat	0
22611	9000001	9000002	333573.014	0	Noncat	0
22613	9000001	9000002	2284896.691	3266.322	Noncat	0
