_numIter = 100000
iterationID	sequenceID	eventID	loss	reinstatementPrem	riskGroup	fullRip
419	9000001	9000002	115450.331	0	Noncat	0
420	9000001	9000002	302255.696	0	Noncat	0
421	9000001	9000002	721886.111	0	Noncat	0
422	9000001	9000002	1262635.093	0	Noncat	0
423	9000001	9000002	86706.142	0	Noncat	0
424	229008	5001001	1125000.045	0	CatNonGOM	0
425	9000001	9000002	1228224.495	0	Noncat	0
427	9000001	9000002	681201.348	0	Noncat	0
428	9000001	9000002	406126.387	0	Noncat	0
429	9000001	9000002	1125000.045	0	Noncat	0
430	9000001	9000002	948299.551	0	Noncat	0
431	9000001	9000002	1125000.045	0	Noncat	0
432	9000001	9000002	1125000.045	0	Noncat	0
438	68004	5001001	42879.253	0	CatNonGOM	0
439	9000001	9000002	513930.492	0	Noncat	0
441	9000001	9000002	251282.158	0	Noncat	0
443	9000001	9000002	9560.184	0	Noncat	0
445	9000001	9000002	2078407.137	0	Noncat	0
447	276005	5001001	903616.889	0	CatNonGOM	0
447	9000001	9000002	258288.515	0	Noncat	0
451	9000001	9000002	272105.773	0	Noncat	0
452	9000001	9000002	236882.649	0	Noncat	0
456	310004	5001001	373940.588	0	CatNonGOM	0
457	9000001	9000002	1002110.241	0	Noncat	0
458	9000001	9000002	1638766.045	0	Noncat	0
459	9000001	9000002	50300.999	0	Noncat	0
460	9000001	9000002	1125000.045	0	Noncat	0
461	9000001	9000002	164365.482	0	Noncat	0
463	9000001	9000002	1461586.374	0	Noncat	0
464	9000001	9000002	1125000.045	0	Noncat	0
465	263022	25191733	717662.72	0	CAEQ	0
465	9000001	9000002	823284.997	0	Noncat	0
466	9000001	9000002	2442357.437	18004.647	Noncat	0
467	9000001	9000002	1125000.045	0	Noncat	0
469	124003	5001001	460062.17	0	CatNonGOM	0
471	9000001	9000002	3202944.35	89195.577	Noncat	0
472	9000001	9000002	209422.221	0	Noncat	0
473	9000001	9000002	32098.387	0	Noncat	0
474	9000001	9000002	459513.789	0	Noncat	0
475	9000001	9000002	98822.026	0	Noncat	0
478	9000001	9000002	1361593.958	0	Noncat	0
479	9000001	9000002	1125000.045	0	Noncat	0
482	9000001	9000002	500622.833	0	Noncat	0
485	9000001	9000002	385471.875	0	Noncat	0
486	233008	5001001	1125000.045	0	CatNonGOM	0
486	9000001	9000002	27840.451	0	Noncat	0
489	3003	5001001	495164.889	0	CatNonGOM	0
489	9000001	9000002	1843507.547	8299.731	Noncat	0
491	9000001	9000002	1125000.045	0	Noncat	0
492	9000001	9000002	241520.147	0	Noncat	0
495	9000001	9000002	285550.159	0	Noncat	0
496	9000001	9000002	1167818.606	0	Noncat	0
497	9000001	9000002	564483.553	0	Noncat	0
499	157008	5001001	66685.105	0	CatNonGOM	0
501	9000001	9000002	1125000.045	0	Noncat	0
503	9000001	9000002	52238.414	0	Noncat	0
504	9000001	9000002	1125000.045	0	Noncat	0
505	9000001	9000002	1185036.875	0	Noncat	0
506	9000001	9000002	321639.666	0	Noncat	0
508	9000001	9000002	1125000.045	0	Noncat	0
509	9000001	9000002	182681.25	0	Noncat	0
511	9000001	9000002	1572545.672	0	Noncat	0
512	9000001	9000002	192245.806	0	Noncat	0
513	9000001	9000002	1125000.045	0	Noncat	0
514	9000001	9000002	1777114.167	0	Noncat	0
515	9000001	9000002	1125000.045	0	Noncat	0
517	9000001	9000002	1125000.045	0	Noncat	0
518	9000001	9000002	167548.92	0	Noncat	0
519	9000001	9000002	1377809.291	0	Noncat	0
523	9000001	9000002	1011398.547	0	Noncat	0
525	9000001	9000002	1372418.02	0	Noncat	0
526	9000001	9000002	1137752.258	0	Noncat	0
528	9000001	9000002	1156535.362	0	Noncat	0
531	9000001	9000002	1239741.932	0	Noncat	0
532	9000001	9000002	811079.277	0	Noncat	0
534	9000001	9000002	1261521.864	0	Noncat	0
535	9000001	9000002	1313939.017	0	Noncat	0
537	9000001	9000002	1224791.298	0	Noncat	0
539	90004	5001001	1125000.045	0	CatNonGOM	0
540	9000001	9000002	271596.746	0	Noncat	0
541	9000001	9000002	627368.762	0	Noncat	0
543	9000001	9000002	2998111.697	70023.242	Noncat	0
544	9000001	9000002	1418447.116	0	Noncat	0
545	9000001	9000002	31638.551	0	Noncat	0
546	9000001	9000002	1500300.436	0	Noncat	0
547	9000001	9000002	43146.253	0	Noncat	0
548	9000001	9000002	1125000.045	0	Noncat	0
549	109005	5001001	320035.207	0	CatNonGOM	0
549	9000001	9000002	505253.608	0	Noncat	0
550	9000001	9000002	2250000.09	0	Noncat	0
552	9000001	9000002	418011.092	0	Noncat	0
553	9000001	9000002	1494796.437	0	Noncat	0
554	9000001	9000002	1125000.045	0	Noncat	0
558	9000001	9000002	442520.161	0	Noncat	0
560	9000001	9000002	514473.306	0	Noncat	0
561	9000001	9000002	2250000.09	0	Noncat	0
562	9000001	9000002	181499.838	0	Noncat	0
563	9000001	9000002	1125000.045	0	Noncat	0
564	9000001	9000002	1468125.826	0	Noncat	0
566	9000001	9000002	1915412.447	0	Noncat	0
567	9000001	9000002	223598.672	0	Noncat	0
570	9000001	9000002	1683281.317	0	Noncat	0
572	9000001	9000002	159280.299	0	Noncat	0
574	9000001	9000002	945950.034	0	Noncat	0
575	9000001	9000002	2034021.675	0	Noncat	0
576	9000001	9000002	45505.321	0	Noncat	0
577	9000001	9000002	1125000.045	0	Noncat	0
578	9000001	9000002	219141.691	0	Noncat	0
579	9000001	9000002	61060.187	0	Noncat	0
580	9000001	9000002	77292.26	0	Noncat	0
581	9000001	9000002	884016.203	0	Noncat	0
582	9000001	9000002	2250000.09	0	Noncat	0
583	9000001	9000002	4500000.18	210599.996	Noncat	0
584	9000001	9000002	1821803.992	0	Noncat	0
585	9000001	9000002	236824.107	0	Noncat	0
587	9000001	9000002	1367373.983	0	Noncat	0
588	9000001	9000002	160828.614	0	Noncat	0
590	9000001	9000002	1125000.045	0	Noncat	0
591	9000001	9000002	24972.352	0	Noncat	0
592	9000001	9000002	1125000.045	0	Noncat	0
593	9000001	9000002	44605.581	0	Noncat	0
595	9000001	9000002	2250000.09	0	Noncat	0
596	9000001	9000002	2559270.964	28947.752	Noncat	0
597	9000001	9000002	710551.006	0	Noncat	0
599	9000001	9000002	1151444.053	0	Noncat	0
600	9000001	9000002	1208096.765	0	Noncat	0
601	9000001	9000002	1336072.089	0	Noncat	0
602	15002	5001001	383425.661	0	CatNonGOM	0
602	9000001	9000002	463652.797	0	Noncat	0
604	9000001	9000002	697404.542	0	Noncat	0
605	9000001	9000002	97574.107	0	Noncat	0
607	9000001	9000002	119134.58	0	Noncat	0
608	9000001	9000002	3935972.824	157807.039	Noncat	0
610	9000001	9000002	935459.124	0	Noncat	0
611	9000001	9000002	456025.476	0	Noncat	0
613	9000001	9000002	457536.068	0	Noncat	0
614	9000001	9000002	233920.494	0	Noncat	0
615	9000001	9000002	265310.931	0	Noncat	0
616	9000001	9000002	1125000.045	0	Noncat	0
619	9000001	9000002	1125000.045	0	Noncat	0
621	9000001	9000002	1318028.192	0	Noncat	0
622	9000001	9000002	325538.276	0	Noncat	0
623	87006	5001001	92045.146	0	CatNonGOM	0
623	181007	5001001	965780.256	0	CatNonGOM	0
623	9000001	9000002	1159917.125	0	Noncat	0
624	9000001	9000002	2250000.09	0	Noncat	0
631	9000001	9000002	37716.058	0	Noncat	0
632	9000001	9000002	1515255.725	0	Noncat	0
633	339005	5001001	516411.475	0	CatNonGOM	0
633	9000001	9000002	372196.784	0	Noncat	0
634	139005	5001001	6635.567	0	CatNonGOM	0
634	9000001	9000002	242786.335	0	Noncat	0
635	9000001	9000002	1125000.045	0	Noncat	0
637	9000001	9000002	1125000.045	0	Noncat	0
638	9000001	9000002	1290195.714	0	Noncat	0
639	9000001	9000002	1181509.84	0	Noncat	0
640	9000001	9000002	1134704.737	0	Noncat	0
641	9000001	9000002	1583010.474	0	Noncat	0
642	9000001	9000002	652599.971	0	Noncat	0
643	9000001	9000002	157809.787	0	Noncat	0
644	9000001	9000002	310833.496	0	Noncat	0
646	9000001	9000002	470352.054	0	Noncat	0
648	137007	5001001	634686.882	0	CatNonGOM	0
648	9000001	9000002	1125000.045	0	Noncat	0
653	9000001	9000002	1174979.555	0	Noncat	0
654	9000001	9000002	90973.311	0	Noncat	0
655	9000001	9000002	435032.215	0	Noncat	0
657	9000001	9000002	275906.026	0	Noncat	0
658	9000001	9000002	2437705.462	17569.222	Noncat	0
659	9000001	9000002	146001.918	0	Noncat	0
660	9000001	9000002	2011569.456	0	Noncat	0
661	9000001	9000002	189322.175	0	Noncat	0
663	9000001	9000002	35091.608	0	Noncat	0
664	9000001	9000002	1125000.045	0	Noncat	0
665	9000001	9000002	1125000.045	0	Noncat	0
666	9000001	9000002	1286453.934	0	Noncat	0
667	9000001	9000002	1341672.134	0	Noncat	0
668	9000001	9000002	536514.557	0	Noncat	0
669	9000001	9000002	486229.742	0	Noncat	0
670	9000001	9000002	1210387.888	0	Noncat	0
671	9000001	9000002	103048.814	0	Noncat	0
672	9000001	9000002	1125000.045	0	Noncat	0
674	9000001	9000002	845104.43	0	Noncat	0
678	9000001	9000002	1125000.045	0	Noncat	0
681	336005	5001001	1125000.045	0	CatNonGOM	0
681	9000001	9000002	343777.527	0	Noncat	0
682	9000001	9000002	698194.235	0	Noncat	0
684	9000001	9000002	674759.951	0	Noncat	0
686	9000001	9000002	1320473.834	0	Noncat	0
689	9000001	9000002	616152.736	0	Noncat	0
690	9000001	9000002	388114.523	0	Noncat	0
693	9000001	9000002	1629762.873	0	Noncat	0
694	9000001	9000002	1236402.402	0	Noncat	0
695	9000001	9000002	1008633.266	0	Noncat	0
696	9000001	9000002	1125000.045	0	Noncat	0
699	9000001	9000002	110135.052	0	Noncat	0
701	9000001	9000002	169447.26	0	Noncat	0
702	9000001	9000002	154526.675	0	Noncat	0
703	9000001	9000002	488478.468	0	Noncat	0
707	9000001	9000002	42361.77	0	Noncat	0
708	9000001	9000002	1198169.239	0	Noncat	0
710	9000001	9000002	44024.059	0	Noncat	0
712	9000001	9000002	1125000.045	0	Noncat	0
713	9000001	9000002	232074.777	0	Noncat	0
715	9000001	9000002	1125000.045	0	Noncat	0
716	9000001	9000002	387438.046	0	Noncat	0
717	9000001	9000002	1904749.818	0	Noncat	0
719	9000001	9000002	1328709.084	0	Noncat	0
721	9000001	9000002	606218.208	0	Noncat	0
722	9000001	9000002	103808.704	0	Noncat	0
723	9000001	9000002	1578332.532	0	Noncat	0
725	9000001	9000002	188969.929	0	Noncat	0
726	9000001	9000002	1935043.459	0	Noncat	0
728	9000001	9000002	494476.885	0	Noncat	0
729	9000001	9000002	1125000.045	0	Noncat	0
731	9000001	9000002	1125785.838	0	Noncat	0
732	9000001	9000002	386218.517	0	Noncat	0
734	9000001	9000002	365531.641	0	Noncat	0
736	26005	5001001	1125000.045	0	CatNonGOM	0
736	9000001	9000002	126100.483	0	Noncat	0
737	9000001	9000002	909172.351	0	Noncat	0
738	9000001	9000002	173541.442	0	Noncat	0
740	9000001	9000002	2261757.063	1100.453	Noncat	0
742	9000001	9000002	693799.141	0	Noncat	0
743	9000001	9000002	328921.835	0	Noncat	0
745	9000001	9000002	419128.414	0	Noncat	0
746	9000001	9000002	1125000.045	0	Noncat	0
750	9000001	9000002	19430.487	0	Noncat	0
751	9000001	9000002	326903.432	0	Noncat	0
753	9000001	9000002	297917.402	0	Noncat	0
755	9000001	9000002	239232.141	0	Noncat	0
756	9000001	9000002	1125000.045	0	Noncat	0
757	9000001	9000002	1125000.045	0	Noncat	0
760	9000001	9000002	951814.705	0	Noncat	0
761	9000001	9000002	606162.229	0	Noncat	0
762	9000001	9000002	2122778.752	0	Noncat	0
766	9000001	9000002	353068.191	0	Noncat	0
767	9000001	9000002	354360.607	0	Noncat	0
768	9000001	9000002	1125000.045	0	Noncat	0
771	89005	5001001	88034.668	0	CatNonGOM	0
772	9000001	9000002	547325.57	0	Noncat	0
773	9000001	9000002	2250000.09	0	Noncat	0
776	9000001	9000002	1125000.045	0	Noncat	0
778	9000001	9000002	1616016.448	0	Noncat	0
780	9000001	9000002	2250000.09	0	Noncat	0
781	9000001	9000002	186189.561	0	Noncat	0
784	9000001	9000002	210722.121	0	Noncat	0
786	9000001	9000002	1137783.199	0	Noncat	0
787	9000001	9000002	206071.995	0	Noncat	0
789	9000001	9000002	218808.612	0	Noncat	0
791	9000001	9000002	591580.194	0	Noncat	0
793	9000001	9000002	122622.627	0	Noncat	0
795	9000001	9000002	2250000.09	0	Noncat	0
797	9000001	9000002	1125000.045	0	Noncat	0
800	9000001	9000002	303335.146	0	Noncat	0
802	9000001	9000002	1125000.045	0	Noncat	0
803	9000001	9000002	1125000.045	0	Noncat	0
804	9000001	9000002	958599.099	0	Noncat	0
806	9000001	9000002	557399.718	0	Noncat	0
807	9000001	9000002	1125000.045	0	Noncat	0
809	9000001	9000002	2250000.09	0	Noncat	0
811	9000001	9000002	1125000.045	0	Noncat	0
813	9000001	9000002	967215.373	0	Noncat	0
814	146026	25171989	561306.751	0	CAEQ	0
815	9000001	9000002	1157658.85	0	Noncat	0
817	9000001	9000002	161918.954	0	Noncat	0
819	9000001	9000002	1125000.045	0	Noncat	0
820	279005	5001001	864227.006	0	CatNonGOM	0
820	9000001	9000002	549247.259	0	Noncat	0
821	9000001	9000002	1007220.896	0	Noncat	0
822	9000001	9000002	527369.546	0	Noncat	0
826	9000001	9000002	1284124.587	0	Noncat	0
831	9000001	9000002	819712.654	0	Noncat	0
835	9000001	9000002	1125000.045	0	Noncat	0
836	9000001	9000002	42339.61	0	Noncat	0
840	9000001	9000002	1462890.24	0	Noncat	0
841	9000001	9000002	648877.053	0	Noncat	0
846	9000001	9000002	769808.468	0	Noncat	0
850	9000001	9000002	1230299.076	0	Noncat	0
